case_id,date,court_level,language,client_type,user_query,severity_score,primary_category
PK-FSD-2023-0925,2023-11-29,High Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,6.67,Criminal
PK-FSD-2022-0057,2026-01-01,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.13,Criminal
PK-KHI-2023-0040,2022-12-29,High Court,English,Individual,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",5.89,Tenant
PK-LHR-2026-1177,2024-11-14,High Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.38,Criminal
PK-FSD-2026-0292,2022-03-17,High Court,English,Corporate,Is it legal for a private company to hold an employee's original academic degrees as security?,4.79,Labor
PK-LHR-2023-0267,2022-01-19,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,5.28,Property
PK-ISB-2026-0437,2022-03-01,High Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,4.34,Family
PK-LHR-2024-0595,2024-07-10,District Court,English,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,6.39,Property
PK-ISB-2025-1140,2023-06-09,High Court,English,NGO,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.64,Property
PK-RWP-2025-0944,2025-07-26,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,8.22,Family
PK-ISB-2022-0734,2023-01-21,High Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,7.23,Family
PK-KHI-2026-0130,2023-10-26,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,4.14,Family
PK-ISB-2025-0110,2022-10-26,District Court,English,,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,6.2,Criminal
PK-KHI-2022-0610,2024-01-06,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.79,Family
PK-KHI-2025-0033,2025-01-17,High Court,Urdu,Government,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegl?,4.73,Family
PK-KHI-2024-1139,2022-11-27,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.84,Family
PK-LHR-2024-1018,2025-10-20,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.62,Family
PK-FSD-2025-0624,2024-10-18,District Court,English,Corporate,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,10.0,Criminal
PK-ISB-2026-0208,2026-01-16,District Court,Urdu,Individual,"I want to sublet a portion of my rented shop, but the landlord is objecting despite our oral agreement. What does the law say?",5.62,Tenant
PK-FSD-2026-0114,2024-01-06,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.27,Criminal
PK-LHR-2025-0674,2024-07-18,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,4.31,Family
PK-ISB-2026-0566,2025-11-28,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,3.55,Family
PK-KHI-2023-0352,2023-08-21,District Court,English,Corporate,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,8.03,Property
PK-KHI-2023-0417,2023-02-15,District Court,Urdu,Corporate,I want to know the legl share of daughters in the inheritance of their late father's proprty under Islamic law.,6.14,Family
PK-RWP-2024-0212,2022-05-31,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.64,Criminal
PK-FSD-2025-0052,2025-07-13,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.19,Property
PK-RWP-2026-1027,2023-01-24,High Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.64,Criminal
PK-KHI-2022-0993,2025-07-23,Supreme Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.68,Criminal
PK-ISB-2025-1062,2026-04-28,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,9.88,Criminal
PK-MUX-2023-0041,2023-07-01,District Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.21,Family
PK-KHI-2025-0300,2024-03-21,District Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,6.01,Property
PK-KHI-2022-0388,2022-06-25,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,7.14,Family
PK-FSD-2026-1162,2024-02-20,District Court,Urdu,NGO,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,6.83,Criminal
PK-RWP-2023-1064,2024-09-09,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.57,Family
PK-RWP-2024-0647,2026-05-02,District Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.43,Criminal
PK-ISB-2024-0409,2025-11-02,District Court,English,Government,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,6.62,Family
PK-FSD-2025-0261,2022-07-21,High Court,Urdu,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.93,Family
PK-MUX-2026-0702,2024-07-27,High Court,Urdu,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,4.65,Labor
PK-ISB-2025-1148,2024-08-27,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,10.0,Criminal
PK-KHI-2022-0497,2024-11-19,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.77,Family
PK-KHI-2022-0571,2023-02-18,District Court,English,Individual,"The rented house needs urgent structural repairs, but the landlord refuses to pay for maintenance. Can I deduct it from the rent?",7.01,Tenant
PK-FSD-2025-0169,2026-04-25,District Court,English,Individual,"The landlord is demanding a 30% rent increase, which is higher than the legally allowed limit in the Rent Restriction Act.",4.1,Tenant
PK-LHR-2022-0406,2024-08-28,High Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,4.72,Family
PK-FSD-2024-0748,2025-05-20,District Court,Urdu,Corporate,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.27,Family
PK-LHR-2022-0943,2022-10-23,High Court,English,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,5.38,Labor
PK-LHR-2024-0274,2025-01-17,District Court,English,NGO,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.32,Criminal
PK-KHI-2022-0372,2024-12-13,High Court,Urdu,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,7.74,Family
PK-RWP-2026-0879,2023-06-14,District Court,Urdu,Individual,Is it legl for a private company to hold an employee's original academic degrees as security?,6.93,Labor
PK-ISB-2025-0317,2024-02-08,District Court,Urdu,Corporate,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,5.63,Family
PK-LHR-2022-1160,2022-08-01,District Court,English,NGO,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,4.0,Property
PK-FSD-2025-1000,2024-03-19,Supreme Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegl?,7.68,Family
PK-LHR-2024-0988,2023-04-30,High Court,Urdu,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,,Property
PK-ISB-2023-1060,2025-10-20,District Court,Urdu,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,7.93,Property
PK-RWP-2026-0929,2022-01-22,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.42,Criminal
PK-MUX-2025-0599,2023-04-19,Supreme Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.95,Criminal
PK-FSD-2022-0291,2024-07-08,Supreme Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,6.41,Property
PK-LHR-2025-0907,2023-07-14,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.4,Criminal
PK-RWP-2026-1183,2023-12-23,District Court,English,Corporate,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,4.12,Family
PK-RWP-2022-0724,2024-05-21,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.21,Family
PK-MUX-2025-0048,2025-10-19,High Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.91,Criminal
PK-LHR-2023-1149,2022-05-22,District Court,English,Corporate,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,5.98,Property
PK-ISB-2025-0399,2026-05-05,High Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,9.99,Criminal
PK-LHR-2022-0768,2022-09-11,High Court,English,Corporate,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.75,Criminal
PK-LHR-2025-1085,2023-01-14,District Court,English,Individual,My landlord is trying to evict me forcefully without giving the 3-month notice period written in our tenancy agreement.,5.52,Tenant
PK-MUX-2023-0561,2022-08-20,District Court,English,Individual,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,7.99,Labor
PK-LHR-2025-0345,2022-05-22,High Court,Urdu,,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,5.78,Labor
PK-MUX-2025-0785,2025-09-13,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.8,Criminal
PK-ISB-2026-0429,2023-02-18,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,6.39,Criminal
PK-LHR-2026-0985,2025-03-11,District Court,Urdu,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,4.61,Family
PK-FSD-2025-0246,2024-02-09,District Court,Urdu,Corporate,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,4.93,Labor
PK-MUX-2024-0738,2024-09-22,District Court,Urdu,Corporate,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,10.0,Criminal
PK-ISB-2025-0774,2022-08-25,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,9.25,Criminal
PK-KHI-2025-0102,2025-01-08,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.59,Property
PK-MUX-2025-0308,2024-09-27,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.66,Family
PK-ISB-2025-0684,2025-06-04,High Court,Urdu,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,4.53,Family
PK-FSD-2022-0004,2025-02-04,District Court,Urdu,Corporate,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.72,Family
PK-ISB-2025-0828,2022-09-28,District Court,Urdu,Individual,What are the legl rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.5,Family
PK-KHI-2023-0301,2023-07-25,High Court,Urdu,,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,7.83,Criminal
PK-RWP-2022-0597,2023-06-08,District Court,English,Individual,"I want to sublet a portion of my rented shop, but the landlord is objecting despite our oral agreement. What does the law say?",3.83,Tenant
PK-MUX-2022-0921,2023-10-24,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,4.77,Family
PK-MUX-2022-0298,2022-02-16,High Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,9.48,Criminal
PK-LHR-2022-0715,2026-02-25,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,8.32,Property
PK-LHR-2026-0273,2022-03-29,District Court,Urdu,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,5.51,Labor
PK-LHR-2026-0711,2023-01-04,High Court,Urdu,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,6.88,Property
PK-MUX-2022-0315,2022-10-05,Supreme Court,Urdu,Corporate,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,6.03,Family
PK-RWP-2026-0536,2022-04-08,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.47,Criminal
PK-LHR-2025-0449,2023-03-18,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,7.23,Criminal
PK-LHR-2023-0108,2025-07-16,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.81,Criminal
PK-LHR-2026-0327,2025-02-27,District Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,7.95,Property
PK-ISB-2022-1146,2023-10-12,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedur to report this theft and get a police report for insurance?,7.18,Criminal
PK-ISB-2023-0980,2023-02-14,District Court,English,,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",5.94,Tenant
PK-RWP-2023-0463,2026-05-09,High Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.26,Family
PK-LHR-2022-1063,2026-03-03,District Court,Urdu,Corporate,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,6.41,Criminal
PK-RWP-2025-0313,2022-12-06,District Court,Urdu,Corporate,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,6.48,Labor
PK-FSD-2025-0444,2022-03-15,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,6.93,Criminal
PK-LHR-2026-0066,2022-11-09,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.41,Criminal
PK-ISB-2023-0175,2022-11-03,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,9.49,Criminal
PK-LHR-2023-1175,2025-09-12,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.16,Criminal
PK-FSD-2026-0055,2026-01-13,High Court,English,Corporate,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,8.12,Property
PK-RWP-2022-0725,2025-11-20,High Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.28,Criminal
PK-RWP-2026-0028,2022-11-19,District Court,English,Corporate,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,5.28,Family
PK-KHI-2023-0753,2023-01-16,High Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,8.26,Property
PK-RWP-2023-0166,2025-05-08,District Court,English,Corporate,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.49,Criminal
PK-FSD-2025-0453,2025-06-01,High Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.1,Criminal
PK-KHI-2026-0817,2023-11-02,High Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,9.57,Criminal
PK-KHI-2025-0275,2022-06-07,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,9.05,Criminal
PK-MUX-2022-1030,2023-07-15,Supreme Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.19,Criminal
PK-LHR-2024-0645,2022-04-01,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,5.67,Family
PK-MUX-2024-0344,2023-07-10,High Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,,Family
PK-LHR-2022-0705,2022-08-22,District Court,Urdu,Individual,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,6.23,Labor
PK-RWP-2023-0285,2024-07-26,District Court,English,NGO,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,3.66,Family
PK-LHR-2025-0054,2022-10-01,High Court,Urdu,Government,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,7.24,Family
PK-MUX-2022-0117,2023-09-25,High Court,English,Individual,"The landlord is demanding a 30% rent increase, which is higher than the leglly allowed limit in the Rent Restriction Act.",3.6,Tenant
PK-FSD-2026-0328,2025-11-07,District Court,English,Corporate,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,9.25,Criminal
PK-RWP-2023-0021,2026-01-21,High Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,5.73,Family
PK-ISB-2024-0982,2025-02-25,District Court,Urdu,NGO,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,4.84,Family
PK-LHR-2022-0123,2023-09-16,Supreme Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,6.82,Criminal
PK-MUX-2023-0732,2023-10-19,District Court,English,Individual,How do I verify the registry and fard of a commercial proprty before purchasing it to avoid scams?,7.49,Property
PK-LHR-2026-0257,2026-01-23,High Court,English,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,4.65,Labor
PK-MUX-2023-1059,2025-09-08,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.56,Property
PK-KHI-2025-0743,2023-10-18,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.03,Family
PK-ISB-2026-0010,2024-05-27,High Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,5.44,Family
PK-FSD-2025-0633,2023-01-04,High Court,English,Individual,A relative has illeglly occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,6.49,Property
PK-MUX-2022-0560,2026-03-06,High Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.85,Criminal
PK-FSD-2026-0239,2024-08-22,High Court,Urdu,Corporate,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,8.02,Property
PK-LHR-2025-0036,2023-07-21,District Court,English,Individual,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,5.75,Labor
PK-RWP-2023-0162,2023-12-18,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,9.89,Criminal
PK-LHR-2022-0395,2025-02-26,High Court,Urdu,Corporate,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.44,Family
PK-KHI-2023-0368,2023-04-30,District Court,Urdu,Individual,Is it legl for a private company to hold an employee's original academic degrees as security?,5.62,Labor
PK-ISB-2024-0320,2025-01-25,District Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.62,Criminal
PK-ISB-2024-0270,2024-03-23,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,10.0,Criminal
PK-MUX-2023-0972,2024-10-07,District Court,Urdu,Individual,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",6.01,Tenant
PK-MUX-2022-0650,2022-08-05,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,10.0,Criminal
PK-RWP-2022-1190,2023-11-22,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,6.13,Family
PK-KHI-2025-0611,2024-10-03,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.93,Property
PK-KHI-2026-0822,2023-03-18,Supreme Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,8.76,Family
PK-ISB-2026-0656,2024-08-02,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,7.02,Property
PK-KHI-2025-0746,2024-01-02,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.22,Family
PK-FSD-2024-0690,2026-04-25,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.07,Criminal
PK-RWP-2023-0100,2024-02-25,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,6.8,Criminal
PK-MUX-2022-0928,2025-02-19,District Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,10.0,Criminal
PK-LHR-2023-1178,2023-07-03,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,,Criminal
PK-MUX-2025-0185,2024-01-23,High Court,English,Corporate,Someone stole my motorcycle from the parking area. What is the procedur to report this theft and get a police report for insurance?,9.36,Criminal
PK-RWP-2023-0968,2024-12-12,District Court,English,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,5.45,Labor
PK-KHI-2026-0462,2026-05-19,High Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,6.16,Property
PK-ISB-2025-0556,2024-01-31,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.91,Criminal
PK-RWP-2025-0151,2024-12-09,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,-44.6,Criminal
PK-KHI-2023-1010,2022-05-01,High Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,7.08,Labor
PK-FSD-2024-0671,2022-08-20,District Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,6.01,Criminal
PK-FSD-2024-0841,2025-11-03,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,6.81,Family
PK-ISB-2025-0973,2024-07-12,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,7.72,Criminal
PK-MUX-2023-0338,2022-09-02,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,7.5,Property
PK-RWP-2026-0369,2022-10-19,District Court,English,Government,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.07,Property
PK-FSD-2023-1129,2023-07-07,District Court,English,Individual,What are the legl rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,6.39,Family
PK-ISB-2025-1180,2022-07-30,District Court,Urdu,Individual,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,5.72,Labor
PK-FSD-2022-1072,2024-09-25,District Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,5.59,Labor
PK-LHR-2022-0426,2022-04-09,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.34,Criminal
PK-KHI-2022-0946,2024-08-21,High Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,3.67,Labor
PK-RWP-2025-0659,2023-10-29,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedur to report this theft and get a police report for insurance?,8.33,Criminal
PK-ISB-2024-0078,2023-05-30,District Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,7.11,Property
PK-MUX-2025-1101,2022-11-15,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,5.02,Criminal
PK-MUX-2024-0728,2024-12-23,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.85,Criminal
PK-LHR-2022-0664,2025-12-11,District Court,Urdu,,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",4.14,Tenant
PK-RWP-2025-0408,2025-04-12,District Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,7.14,Property
PK-MUX-2023-0195,2024-01-11,District Court,English,Individual,"The landlord is demanding a 30% rent increase, which is higher than the legally allowed limit in the Rent Restriction Act.",5.46,Tenant
PK-KHI-2023-0079,2026-02-21,District Court,Urdu,Government,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,4.61,Property
PK-FSD-2022-0433,2022-07-14,High Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,7.86,Property
PK-MUX-2022-0469,2022-08-23,District Court,English,Corporate,Is it legal for a private company to hold an employee's original academic degrees as security?,4.81,Labor
PK-FSD-2026-0490,2024-11-11,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.49,Criminal
PK-RWP-2024-0814,2024-07-17,District Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,8.24,Property
PK-KHI-2026-0692,2024-03-15,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,,Criminal
PK-MUX-2026-0825,2023-06-09,District Court,English,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,8.74,Property
PK-FSD-2023-0857,2026-01-02,District Court,English,Individual,"I want to sublet a portion of my rented shop, but the landlord is objecting despite our oral agreement. What does the law say?",5.57,Tenant
PK-RWP-2025-1044,2022-05-11,District Court,English,Individual,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,5.29,Labor
PK-KHI-2023-1135,2026-04-24,High Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,,Criminal
PK-LHR-2022-0393,2024-03-05,District Court,English,Corporate,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,9.2,Property
PK-KHI-2026-0723,2022-11-02,High Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedur in family cort?,6.89,Family
PK-RWP-2024-0911,2022-02-02,High Court,English,NGO,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.26,Family
